기준년월,지자체,티맵카테고리중분류명,검색건수,전년동기검색건수,구성비,전년대비검색증감률
202202,광주광역시,레저스포츠,7074,5198,2.4,36.1
202202,광주광역시,쇼핑,26167,43828,8.8,-40.3
202202,광주광역시,음식,170260,173387,57.4,-1.8
202202,광주광역시,숙박,37035,31093,12.5,19.1
202202,광주광역시,기타관광,12131,12325,4.1,-1.6
202202,대전광역시,전체,402571,449946,100.0,-10.5
202202,대전광역시,자연관광,12332,13918,3.1,-11.4
202202,대전광역시,역사관광,3043,3554,0.8,-14.4
202202,대전광역시,체험관광,112,90,0.0,24.4
202202,대전광역시,문화관광,55420,53441,13.8,3.7
202202,대전광역시,레저스포츠,8199,7636,2.0,7.4
202202,대전광역시,쇼핑,30529,81953,7.6,-62.7
202202,대전광역시,음식,236866,240678,58.8,-1.6
202202,대전광역시,숙박,51749,44645,12.9,15.9
202202,대전광역시,기타관광,4321,4031,1.1,7.2
202202,울산광역시,전체,318590,339821,100.0,-6.2
202202,울산광역시,자연관광,29832,36086,9.4,-17.3
202202,울산광역시,역사관광,9573,12075,3.0,-20.7
202202,울산광역시,체험관광,1896,2537,0.6,-25.3
202202,울산광역시,문화관광,47262,47637,14.8,-0.8
202202,울산광역시,레저스포츠,11533,10065,3.6,14.6
202202,울산광역시,쇼핑,20913,28143,6.6,-25.7
202202,울산광역시,음식,140521,146605,44.1,-4.1
202202,울산광역시,숙박,35771,31211,11.2,14.6
202202,울산광역시,기타관광,21289,25462,6.7,-16.4
202202,세종특별자치시,전체,152055,161757,100.0,-6.0
202202,세종특별자치시,자연관광,3744,5037,2.5,-25.7
202202,세종특별자치시,역사관광,1767,2056,1.2,-14.1
202202,세종특별자치시,체험관광,283,79,0.2,258.2
202202,세종특별자치시,문화관광,29202,34461,19.2,-15.3
202202,세종특별자치시,레저스포츠,6461,5916,4.2,9.2
202202,세종특별자치시,쇼핑,5863,12765,3.9,-54.1
202202,세종특별자치시,음식,97024,95083,63.8,2.0
202202,세종특별자치시,숙박,7251,5919,4.8,22.5
202202,세종특별자치시,기타관광,460,441,0.3,4.3
202202,경기도,전체,6540130,7764708,100.0,-15.8
202202,경기도,자연관광,218278,297357,3.3,-26.6
202202,경기도,역사관광,162217,209641,2.5,-22.6
202202,경기도,체험관광,38614,35377,0.6,9.2
202202,경기도,문화관광,763543,884332,11.7,-13.7
202202,경기도,레저스포츠,535805,578515,8.2,-7.4
202202,경기도,쇼핑,514775,1542655,7.9,-66.6
202202,경기도,음식,3614229,3546960,55.3,1.9
202202,경기도,숙박,574000,506615,8.8,13.3
202202,경기도,기타관광,118669,163256,1.8,-27.3
202202,강원도,전체,2298030,2278781,100.0,0.8
202202,강원도,자연관광,276760,357493,12.0,-22.6
202202,강원도,역사관광,73337,88391,3.2,-17.0
202202,강원도,체험관광,10761,13683,0.5,-21.4
202202,강원도,문화관광,217406,182591,9.5,19.1
202202,강원도,레저스포츠,156928,143776,6.8,9.1
202202,강원도,쇼핑,144331,155424,6.3,-7.1
202202,강원도,음식,751241,742622,32.7,1.2
202202,강원도,숙박,568542,517212,24.7,9.9
202202,강원도,기타관광,98724,77589,4.3,27.2
202202,충청북도,전체,637056,670840,100.0,-5.0
202202,충청북도,자연관광,32664,39930,5.1,-18.2
202202,충청북도,역사관광,22831,32400,3.6,-29.5
202202,충청북도,체험관광,5856,5258,0.9,11.4
202202,충청북도,문화관광,60212,66209,9.5,-9.1
202202,충청북도,레저스포츠,71255,85874,11.2,-17.0
202202,충청북도,쇼핑,30236,50752,4.7,-40.4
202202,충청북도,음식,267925,259084,42.1,3.4
202202,충청북도,숙박,93342,79931,14.7,16.8
202202,충청북도,기타관광,52735,51402,8.3,2.6
202202,충청남도,전체,1131252,1224252,100.0,-7.6
202202,충청남도,자연관광,169067,210191,14.9,-19.6
202202,충청남도,역사관광,75987,94819,6.7,-19.9
202202,충청남도,체험관광,12166,11674,1.1,4.2
202202,충청남도,문화관광,112915,128980,10.0,-12.5
202202,충청남도,레저스포츠,46555,53404,4.1,-12.8
202202,충청남도,쇼핑,58728,91601,5.2,-35.9
202202,충청남도,음식,465216,442811,41.1,5.1
202202,충청남도,숙박,153888,147087,13.6,4.6
202202,충청남도,기타관광,36730,43685,3.2,-15.9
202202,전라북도,전체,646696,714179,100.0,-9.4
202202,전라북도,자연관광,54855,71976,8.5,-23.8
202202,전라북도,역사관광,48339,59991,7.5,-19.4
202202,전라북도,체험관광,2174,2931,0.3,-25.8
202202,전라북도,문화관광,74659,76830,11.5,-2.8
202202,전라북도,레저스포츠,37293,33072,5.8,12.8
202202,전라북도,쇼핑,29477,46394,4.6,-36.5
202202,전라북도,음식,270538,295268,41.8,-8.4
202202,전라북도,숙박,94799,85920,14.7,10.3
202202,전라북도,기타관광,34562,41797,5.3,-17.3
202202,전라남도,전체,860466,993978,100.0,-13.4
202202,전라남도,자연관광,94599,125894,11.0,-24.9
202202,전라남도,역사관광,48314,61240,5.6,-21.1
202202,전라남도,체험관광,4086,6324,0.5,-35.4
202202,전라남도,문화관광,97115,109188,11.3,-11.1
202202,전라남도,레저스포츠,44657,45977,5.2,-2.9
202202,전라남도,쇼핑,36366,57019,4.2,-36.2
202202,전라남도,음식,288988,319519,33.6,-9.6
202202,전라남도,숙박,147952,150066,17.2,-1.4
202202,전라남도,기타관광,98389,118751,11.4,-17.1
202202,경상북도,전체,1166809,1238868,100.0,-5.8
202202,경상북도,자연관광,123359,151642,10.6,-18.7
202202,경상북도,역사관광,130609,153654,11.2,-15.0
202202,경상북도,체험관광,10666,12242,0.9,-12.9
202202,경상북도,문화관광,136215,136745,11.7,-0.4
202202,경상북도,레저스포츠,82208,72428,7.0,13.5
202202,경상북도,쇼핑,60451,82281,5.2,-26.5
202202,경상북도,음식,396244,401974,34.0,-1.4
202202,경상북도,숙박,177139,161919,15.2,9.4
202202,경상북도,기타관광,49918,65983,4.3,-24.3
202202,경상남도,전체,1172669,1315625,100.0,-10.9
202202,경상남도,자연관광,73657,94769,6.3,-22.3
202202,경상남도,역사관광,86317,104652,7.4,-17.5
202202,경상남도,체험관광,11050,11233,0.9,-1.6
202202,경상남도,문화관광,137331,149273,11.7,-8.0
202202,경상남도,레저스포츠,80292,82116,6.8,-2.2
202202,경상남도,쇼핑,85255,143080,7.3,-40.4
202202,경상남도,음식,443310,463041,37.8,-4.3
202202,경상남도,숙박,174768,168283,14.9,3.9
202202,경상남도,기타관광,80689,99178,6.9,-18.6
202202,제주특별자치도,전체,1667540,1372414,100.0,21.5
202202,제주특별자치도,자연관광,206806,186613,12.4,10.8
202202,제주특별자치도,역사관광,13492,9646,0.8,39.9
202202,제주특별자치도,체험관광,11382,8034,0.7,41.7
202202,제주특별자치도,문화관광,150313,115233,9.0,30.4
202202,제주특별자치도,레저스포츠,72360,62577,4.3,15.6
202202,제주특별자치도,쇼핑,81372,76474,4.9,6.4
202202,제주특별자치도,음식,621812,504419,37.3,23.3
202202,제주특별자치도,숙박,312106,252066,18.7,23.8
202202,제주특별자치도,기타관광,197897,157352,11.9,25.8
202203,서울특별시,전체,3902022,4091813,100.0,-4.6
202203,서울특별시,자연관광,21844,24708,0.6,-11.6
202203,서울특별시,역사관광,94385,101578,2.4,-7.1
202203,서울특별시,체험관광,1719,1426,0.0,20.5
202203,서울특별시,문화관광,745025,683783,19.1,9.0
202203,서울특별시,레저스포츠,51859,46633,1.3,11.2
202203,서울특별시,쇼핑,476521,724156,12.2,-34.2
202203,서울특별시,음식,1782235,1805908,45.7,-1.3
202203,서울특별시,숙박,564520,528343,14.5,6.8
202203,서울특별시,기타관광,163914,175278,4.2,-6.5
202203,부산광역시,전체,1293204,1442045,100.0,-10.3
202203,부산광역시,자연관광,120769,126240,9.3,-4.3
202203,부산광역시,역사관광,37215,41884,2.9,-11.1
202203,부산광역시,체험관광,5293,4991,0.4,6.1
202203,부산광역시,문화관광,153530,163740,11.9,-6.2
202203,부산광역시,레저스포츠,42661,40530,3.3,5.3
202203,부산광역시,쇼핑,130831,237164,10.1,-44.8
202203,부산광역시,음식,544872,557546,42.1,-2.3
202203,부산광역시,숙박,169359,169366,13.1,0.0
202203,부산광역시,기타관광,88674,100584,6.9,-11.8
202203,대구광역시,전체,663201,707198,100.0,-6.2
202203,대구광역시,자연관광,20339,21417,3.1,-5.0
202203,대구광역시,역사관광,13289,14261,2.0,-6.8
202203,대구광역시,체험관광,1993,2142,0.3,-7.0
202203,대구광역시,문화관광,112909,109454,17.0,3.2
202203,대구광역시,레저스포츠,11010,9864,1.7,11.6
202203,대구광역시,쇼핑,63637,103404,9.6,-38.5
202203,대구광역시,음식,353964,362941,53.4,-2.5
202203,대구광역시,숙박,70077,63352,10.6,10.6
202203,대구광역시,기타관광,15983,20363,2.4,-21.5
202203,인천광역시,전체,1731223,1732122,100.0,-0.1
202203,인천광역시,자연관광,186246,196407,10.8,-5.2
202203,인천광역시,역사관광,28600,31965,1.7,-10.5
202203,인천광역시,체험관광,4831,2175,0.3,122.1
202203,인천광역시,문화관광,176401,177595,10.2,-0.7
202203,인천광역시,레저스포츠,97534,91605,5.6,6.5
202203,인천광역시,쇼핑,184523,299835,10.7,-38.5
202203,인천광역시,음식,722120,657596,41.7,9.8
202203,인천광역시,숙박,171412,148907,9.9,15.1
202203,인천광역시,기타관광,159556,126037,9.2,26.6
202203,광주광역시,전체,344124,380214,100.0,-9.5
202203,광주광역시,자연관광,3711,4499,1.1,-17.5
202203,광주광역시,역사관광,3709,4287,1.1,-13.5
202203,광주광역시,체험관광,41,14,0.0,192.9
202203,광주광역시,문화관광,46015,50444,13.4,-8.8
202203,광주광역시,레저스포츠,8519,7804,2.5,9.2
202203,광주광역시,쇼핑,30572,49427,8.9,-38.1
202203,광주광역시,음식,200729,213425,58.3,-5.9
202203,광주광역시,숙박,39456,37366,11.5,5.6
202203,광주광역시,기타관광,11372,12948,3.3,-12.2
202203,대전광역시,전체,454399,505195,100.0,-10.1
202203,대전광역시,자연관광,12730,12269,2.8,3.8
202203,대전광역시,역사관광,2790,3159,0.6,-11.7
202203,대전광역시,체험관광,103,57,0.0,80.7
202203,대전광역시,문화관광,60547,61704,13.3,-1.9
202203,대전광역시,레저스포츠,9953,9851,2.2,1.0
202203,대전광역시,쇼핑,34184,83209,7.5,-58.9
202203,대전광역시,음식,273389,276809,60.2,-1.2
202203,대전광역시,숙박,55565,52047,12.2,6.8
202203,대전광역시,기타관광,5138,6090,1.1,-15.6
202203,울산광역시,전체,333039,340885,100.0,-2.3
202203,울산광역시,자연관광,30425,33596,9.1,-9.4
202203,울산광역시,역사관광,9047,10571,2.7,-14.4
202203,울산광역시,체험관광,1876,2021,0.6,-7.2
202203,울산광역시,문화관광,46614,46354,14.0,0.6
202203,울산광역시,레저스포츠,13314,12121,4.0,9.8
202203,울산광역시,쇼핑,21722,27593,6.5,-21.3
202203,울산광역시,음식,156614,156357,47.0,0.2
202203,울산광역시,숙박,33894,31120,10.2,8.9
202203,울산광역시,기타관광,19533,21152,5.9,-7.7
202203,세종특별자치시,전체,183926,191266,100.0,-3.8
202203,세종특별자치시,자연관광,4492,5929,2.4,-24.2
202203,세종특별자치시,역사관광,1604,1817,0.9,-11.7
202203,세종특별자치시,체험관광,223,234,0.1,-4.7
202203,세종특별자치시,문화관광,34277,34086,18.6,0.6
202203,세종특별자치시,레저스포츠,11233,10370,6.1,8.3
202203,세종특별자치시,쇼핑,6387,14402,3.5,-55.7
202203,세종특별자치시,음식,113992,116883,62.0,-2.5
202203,세종특별자치시,숙박,8477,6908,4.6,22.7
202203,세종특별자치시,기타관광,3241,637,1.8,408.8
202203,경기도,전체,7849968,8545311,100.0,-8.1
202203,경기도,자연관광,250583,272864,3.2,-8.2
202203,경기도,역사관광,170191,181120,2.2,-6.0
202203,경기도,체험관광,37655,32494,0.5,15.9
202203,경기도,문화관광,961355,947883,12.2,1.4
202203,경기도,레저스포츠,871912,868177,11.1,0.4
202203,경기도,쇼핑,554418,1567946,7.1,-64.6
202203,경기도,음식,4320566,4058541,55.0,6.5
202203,경기도,숙박,560810,483845,7.1,15.9
202203,경기도,기타관광,122478,132441,1.6,-7.5
202203,강원도,전체,1534613,1542408,100.0,-0.5
202203,강원도,자연관광,185256,213212,12.1,-13.1
202203,강원도,역사관광,47603,54395,3.1,-12.5
202203,강원도,체험관광,7046,7392,0.5,-4.7
202203,강원도,문화관광,132741,123288,8.6,7.7
202203,강원도,레저스포츠,143390,144952,9.3,-1.1
202203,강원도,쇼핑,91136,100469,5.9,-9.3
202203,강원도,음식,544880,536903,35.5,1.5
202203,강원도,숙박,317427,313104,20.7,1.4
202203,강원도,기타관광,65134,48693,4.2,33.8
202203,충청북도,전체,756648,748837,100.0,1.0
202203,충청북도,자연관광,32550,35251,4.3,-7.7
202203,충청북도,역사관광,23262,26101,3.1,-10.9
202203,충청북도,체험관광,5211,4350,0.7,19.8
202203,충청북도,문화관광,67032,68565,8.9,-2.2
202203,충청북도,레저스포츠,131286,135010,17.4,-2.8
202203,충청북도,쇼핑,32350,51863,4.3,-37.6
202203,충청북도,음식,320446,297962,42.4,7.5
202203,충청북도,숙박,94169,81053,12.4,16.2
202203,충청북도,기타관광,50342,48682,6.7,3.4
202203,충청남도,전체,1266275,1274136,100.0,-0.6
202203,충청남도,자연관광,186637,192780,14.7,-3.2
202203,충청남도,역사관광,81634,95685,6.4,-14.7
202203,충청남도,체험관광,12445,11355,1.0,9.6
202203,충청남도,문화관광,126569,126015,10.0,0.4
202203,충청남도,레저스포츠,77447,77035,6.1,0.5
202203,충청남도,쇼핑,62317,94732,4.9,-34.2
202203,충청남도,음식,534785,499803,42.2,7.0
202203,충청남도,숙박,147620,137210,11.7,7.6
202203,충청남도,기타관광,36821,39521,2.9,-6.8
202203,전라북도,전체,630634,667882,100.0,-5.6
202203,전라북도,자연관광,53452,59013,8.5,-9.4
202203,전라북도,역사관광,43351,50163,6.9,-13.6
202203,전라북도,체험관광,2805,2964,0.4,-5.4
202203,전라북도,문화관광,66714,69136,10.6,-3.5
202203,전라북도,레저스포츠,36170,34644,5.7,4.4
202203,전라북도,쇼핑,30493,45748,4.8,-33.3
202203,전라북도,음식,284510,294140,45.1,-3.3
202203,전라북도,숙박,79961,76491,12.7,4.5
202203,전라북도,기타관광,33178,35583,5.3,-6.8
202203,전라남도,전체,935164,1014083,100.0,-7.8
202203,전라남도,자연관광,97085,111215,10.4,-12.7
202203,전라남도,역사관광,62556,78140,6.7,-19.9
202203,전라남도,체험관광,19202,15944,2.1,20.4
202203,전라남도,문화관광,114451,120251,12.2,-4.8
202203,전라남도,레저스포츠,54688,52435,5.8,4.3
202203,전라남도,쇼핑,40713,57947,4.4,-29.7
202203,전라남도,음식,317917,335825,34.0,-5.3
202203,전라남도,숙박,132525,133202,14.2,-0.5
202203,전라남도,기타관광,96027,109124,10.3,-12.0
202203,경상북도,전체,1076126,1135757,100.0,-5.3
202203,경상북도,자연관광,100470,114083,9.3,-11.9
202203,경상북도,역사관광,106407,134504,9.9,-20.9
202203,경상북도,체험관광,9871,9991,0.9,-1.2
202203,경상북도,문화관광,124795,130050,11.6,-4.0
202203,경상북도,레저스포츠,98370,84742,9.1,16.1
202203,경상북도,쇼핑,52787,72160,4.9,-26.8
202203,경상북도,음식,400036,403348,37.2,-0.8
202203,경상북도,숙박,143473,138113,13.3,3.9
202203,경상북도,기타관광,39917,48766,3.7,-18.1
202203,경상남도,전체,1251982,1365149,100.0,-8.3
202203,경상남도,자연관광,78071,84902,6.2,-8.0
202203,경상남도,역사관광,90245,108290,7.2,-16.7
202203,경상남도,체험관광,10235,10472,0.8,-2.3
202203,경상남도,문화관광,161114,166428,12.9,-3.2
202203,경상남도,레저스포츠,90748,89373,7.2,1.5
202203,경상남도,쇼핑,96944,154301,7.7,-37.2
202203,경상남도,음식,484043,490284,38.7,-1.3
202203,경상남도,숙박,151729,142307,12.1,6.6
202203,경상남도,기타관광,88853,118792,7.1,-25.2
202203,제주특별자치도,전체,1460395,1614367,100.0,-9.5
202203,제주특별자치도,자연관광,206959,233811,14.2,-11.5
202203,제주특별자치도,역사관광,14355,15154,1.0,-5.3
202203,제주특별자치도,체험관광,5646,4938,0.4,14.3
202203,제주특별자치도,문화관광,116197,123005,8.0,-5.5
202203,제주특별자치도,레저스포츠,66161,71709,4.5,-7.7
202203,제주특별자치도,쇼핑,72169,92593,4.9,-22.1
202203,제주특별자치도,음식,540544,587736,37.0,-8.0
202203,제주특별자치도,숙박,259825,287538,17.8,-9.6
202203,제주특별자치도,기타관광,178539,197883,12.2,-9.8
202204,서울특별시,전체,4907617,4224714,100.0,16.2
202204,서울특별시,자연관광,46881,29727,1.0,57.7
202204,서울특별시,역사관광,128261,112943,2.6,13.6
202204,서울특별시,체험관광,2033,1527,0.0,33.1
202204,서울특별시,문화관광,1077449,810039,22.0,33.0
202204,서울특별시,레저스포츠,60059,49487,1.2,21.4
202204,서울특별시,쇼핑,543631,694551,11.1,-21.7
202204,서울특별시,음식,2146442,1784891,43.7,20.3
202204,서울특별시,숙박,677991,540386,13.8,25.5
202204,서울특별시,기타관광,224870,201163,4.6,11.8
202204,부산광역시,전체,1761978,1403068,100.0,25.6
202204,부산광역시,자연관광,146249,130390,8.3,12.2
202204,부산광역시,역사관광,52539,42744,3.0,22.9
202204,부산광역시,체험관광,7079,4699,0.4,50.6
202204,부산광역시,문화관광,268813,165716,15.3,62.2
202204,부산광역시,레저스포츠,54501,43439,3.1,25.5
202204,부산광역시,쇼핑,151971,219173,8.6,-30.7
202204,부산광역시,음식,728588,524046,41.4,39.0
202204,부산광역시,숙박,233339,173594,13.2,34.4
202204,부산광역시,기타관광,118899,99267,6.7,19.8
202204,대구광역시,전체,928512,735779,100.0,26.2
202204,대구광역시,자연관광,40143,28019,4.3,43.3
202204,대구광역시,역사관광,19614,14783,2.1,32.7
202204,대구광역시,체험관광,2600,2224,0.3,16.9
202204,대구광역시,문화관광,183117,123693,19.7,48.0
202204,대구광역시,레저스포츠,14950,10857,1.6,37.7
202204,대구광역시,쇼핑,76338,101767,8.2,-25.0
202204,대구광역시,음식,471078,363698,50.7,29.5
202204,대구광역시,숙박,93675,69305,10.1,35.2
202204,대구광역시,기타관광,26997,21433,2.9,26.0
202204,인천광역시,전체,2266682,1903836,100.0,19.1
202204,인천광역시,자연관광,245367,237579,10.8,3.3
202204,인천광역시,역사관광,43432,39002,1.9,11.4
202204,인천광역시,체험관광,6492,3481,0.3,86.5
202204,인천광역시,문화관광,301841,214637,13.3,40.6
202204,인천광역시,레저스포츠,128551,110239,5.7,16.6
202204,인천광역시,쇼핑,219849,299075,9.7,-26.5
202204,인천광역시,음식,884309,692265,39.0,27.7
202204,인천광역시,숙박,219832,168137,9.7,30.7
202204,인천광역시,기타관광,217009,139421,9.6,55.7
202204,광주광역시,전체,469711,394305,100.0,19.1
202204,광주광역시,자연관광,6618,4105,1.4,61.2
202204,광주광역시,역사관광,5584,4871,1.2,14.6
202204,광주광역시,체험관광,29,70,0.0,-58.6
202204,광주광역시,문화관광,77979,57228,16.6,36.3
202204,광주광역시,레저스포츠,10544,8304,2.2,27.0
202204,광주광역시,쇼핑,36185,49070,7.7,-26.3
202204,광주광역시,음식,267713,215389,57.0,24.3
202204,광주광역시,숙박,49714,40755,10.6,22.0
202204,광주광역시,기타관광,15345,14513,3.3,5.7
202204,대전광역시,전체,631703,494540,100.0,27.7
202204,대전광역시,자연관광,25145,18006,4.0,39.6
202204,대전광역시,역사관광,4071,3336,0.6,22.0
202204,대전광역시,체험관광,316,151,0.1,109.3
202204,대전광역시,문화관광,102582,67528,16.2,51.9
202204,대전광역시,레저스포츠,14603,11035,2.3,32.3
202204,대전광역시,쇼핑,40132,77096,6.4,-47.9
202204,대전광역시,음식,361623,259728,57.2,39.2
202204,대전광역시,숙박,69239,50191,11.0,38.0
202204,대전광역시,기타관광,13992,7469,2.2,87.3
202204,울산광역시,전체,448033,341324,100.0,31.3
202204,울산광역시,자연관광,40792,35848,9.1,13.8
202204,울산광역시,역사관광,12176,10944,2.7,11.3
202204,울산광역시,체험관광,2080,1859,0.5,11.9
202204,울산광역시,문화관광,65480,52214,14.6,25.4
202204,울산광역시,레저스포츠,16971,13574,3.8,25.0
202204,울산광역시,쇼핑,24964,27304,5.6,-8.6
202204,울산광역시,음식,215026,147250,48.0,46.0
202204,울산광역시,숙박,42936,31402,9.6,36.7
202204,울산광역시,기타관광,27608,20929,6.2,31.9
202204,세종특별자치시,전체,254751,205451,100.0,24.0
202204,세종특별자치시,자연관광,10982,9231,4.3,19.0
202204,세종특별자치시,역사관광,3511,2661,1.4,31.9
202204,세종특별자치시,체험관광,377,217,0.1,73.7
202204,세종특별자치시,문화관광,50343,41523,19.8,21.2
202204,세종특별자치시,레저스포츠,13524,12069,5.3,12.1
202204,세종특별자치시,쇼핑,8169,13251,3.2,-38.4
202204,세종특별자치시,음식,145369,116817,57.1,24.4
202204,세종특별자치시,숙박,10156,8854,4.0,14.7
202204,세종특별자치시,기타관광,12320,828,4.8,1387.9
202204,경기도,전체,10499010,9511064,100.0,10.4
202204,경기도,자연관광,430247,394628,4.1,9.0
202204,경기도,역사관광,259364,226753,2.5,14.4
202204,경기도,체험관광,50901,37170,0.5,36.9
202204,경기도,문화관광,1557706,1230046,14.8,26.6
202204,경기도,레저스포츠,1183191,1054417,11.3,12.2
202204,경기도,쇼핑,607289,1499744,5.8,-59.5
202204,경기도,음식,5449164,4334038,51.9,25.7
202204,경기도,숙박,758855,560377,7.2,35.4
202204,경기도,기타관광,202293,173891,1.9,16.3
202204,강원도,전체,2600742,2105988,100.0,23.5
202204,강원도,자연관광,331804,300192,12.8,10.5
202204,강원도,역사관광,85996,76706,3.3,12.1
202204,강원도,체험관광,12292,10226,0.5,20.2
202204,강원도,문화관광,228631,174462,8.8,31.0
202204,강원도,레저스포츠,231262,206895,8.9,11.8
202204,강원도,쇼핑,139929,125995,5.4,11.1
202204,강원도,음식,866332,683727,33.3,26.7
202204,강원도,숙박,560416,450586,21.5,24.4
202204,강원도,기타관광,144080,77199,5.5,86.6
202204,충청북도,전체,1200035,924874,100.0,29.8
202204,충청북도,자연관광,60817,51726,5.1,17.6
202204,충청북도,역사관광,43111,37637,3.6,14.5
202204,충청북도,체험관광,7907,4829,0.7,63.7
202204,충청북도,문화관광,130251,96789,10.9,34.6
202204,충청북도,레저스포츠,186936,171159,15.6,9.2
202204,충청북도,쇼핑,43920,54426,3.7,-19.3
202204,충청북도,음식,471147,330465,39.3,42.6
202204,충청북도,숙박,154775,105683,12.9,46.5
202204,충청북도,기타관광,101171,72160,8.4,40.2
202204,충청남도,전체,2110164,1638260,100.0,28.8
202204,충청남도,자연관광,314667,258856,14.9,21.6
202204,충청남도,역사관광,217719,167899,10.3,29.7
202204,충청남도,체험관광,24760,16707,1.2,48.2
202204,충청남도,문화관광,236876,178482,11.2,32.7
202204,충청남도,레저스포츠,118154,98554,5.6,19.9
202204,충청남도,쇼핑,85362,99443,4.0,-14.2
202204,충청남도,음식,774345,575447,36.7,34.6
202204,충청남도,숙박,263523,187728,12.5,40.4
202204,충청남도,기타관광,74758,55144,3.5,35.6
202204,전라북도,전체,1027749,788900,100.0,30.3
202204,전라북도,자연관광,92119,82252,9.0,12.0
202204,전라북도,역사관광,88311,71838,8.6,22.9
202204,전라북도,체험관광,8184,5833,0.8,40.3
202204,전라북도,문화관광,132278,92103,12.9,43.6
202204,전라북도,레저스포츠,50051,42743,4.9,17.1
202204,전라북도,쇼핑,41249,45378,4.0,-9.1
202204,전라북도,음식,420666,306261,40.9,37.4
202204,전라북도,숙박,131814,96228,12.8,37.0
202204,전라북도,기타관광,63077,46264,6.1,36.3
202204,전라남도,전체,1401342,1107329,100.0,26.6
202204,전라남도,자연관광,145926,131922,10.4,10.6
202204,전라남도,역사관광,112388,73301,8.0,53.3
202204,전라남도,체험관광,17584,7104,1.3,147.5
202204,전라남도,문화관광,167070,128809,11.9,29.7
202204,전라남도,레저스포츠,75899,66987,5.4,13.3
202204,전라남도,쇼핑,53504,57309,3.8,-6.6
202204,전라남도,음식,459952,351064,32.8,31.0
202204,전라남도,숙박,202427,159464,14.4,26.9
202204,전라남도,기타관광,166592,131369,11.9,26.8
202204,경상북도,전체,1821292,1363804,100.0,33.5
202204,경상북도,자연관광,168657,139932,9.3,20.5
202204,경상북도,역사관광,235845,188287,12.9,25.3
202204,경상북도,체험관광,13114,10290,0.7,27.4
202204,경상북도,문화관광,222619,144406,12.2,54.2
202204,경상북도,레저스포츠,137883,100592,7.6,37.1
202204,경상북도,쇼핑,67930,74668,3.7,-9.0
202204,경상북도,음식,636824,457005,35.0,39.3
202204,경상북도,숙박,256207,185551,14.1,38.1
202204,경상북도,기타관광,82213,63073,4.5,30.3
202204,경상남도,전체,1882128,1427942,100.0,31.8
202204,경상남도,자연관광,127010,107091,6.7,18.6
202204,경상남도,역사관광,136520,102260,7.3,33.5
202204,경상남도,체험관광,14280,10649,0.8,34.1
202204,경상남도,문화관광,254223,175497,13.5,44.9
202204,경상남도,레저스포츠,121470,104557,6.5,16.2
202204,경상남도,쇼핑,123381,143488,6.6,-14.0
202204,경상남도,음식,703086,506189,37.4,38.9
202204,경상남도,숙박,235553,175879,12.5,33.9
202204,경상남도,기타관광,166605,102332,8.9,62.8
202204,제주특별자치도,전체,1929642,1948960,100.0,-1.0
202204,제주특별자치도,자연관광,268527,282811,13.9,-5.1
202204,제주특별자치도,역사관광,18807,17799,1.0,5.7
202204,제주특별자치도,체험관광,5705,3968,0.3,43.8
202204,제주특별자치도,문화관광,156990,149116,8.1,5.3
202204,제주특별자치도,레저스포츠,91543,93033,4.7,-1.6
202204,제주특별자치도,쇼핑,88931,105804,4.6,-15.9
202204,제주특별자치도,음식,702278,709929,36.4,-1.1
202204,제주특별자치도,숙박,356819,359454,18.5,-0.7
202204,제주특별자치도,기타관광,240042,227046,12.4,5.7
202205,서울특별시,전체,5477666,4740968,100.0,15.5
202205,서울특별시,자연관광,38780,31270,0.7,24.0
202205,서울특별시,역사관광,163273,137927,3.0,18.4
202205,서울특별시,체험관광,2106,1923,0.0,9.5
202205,서울특별시,문화관광,1210175,904808,22.1,33.7
202205,서울특별시,레저스포츠,64229,53798,1.2,19.4
202205,서울특별시,쇼핑,584829,758008,10.7,-22.8
202205,서울특별시,음식,2430847,2053165,44.4,18.4
202205,서울특별시,숙박,737302,592055,13.5,24.5
202205,서울특별시,기타관광,246125,208014,4.5,18.3
202205,부산광역시,전체,2020147,1720838,100.0,17.4
202205,부산광역시,자연관광,174162,163950,8.6,6.2
202205,부산광역시,역사관광,73647,65211,3.6,12.9
202205,부산광역시,체험관광,9446,5284,0.5,78.8
202205,부산광역시,문화관광,289921,203615,14.4,42.4
202205,부산광역시,레저스포츠,65801,48930,3.3,34.5
202205,부산광역시,쇼핑,151614,252645,7.5,-40.0
202205,부산광역시,음식,861983,660574,42.7,30.5
202205,부산광역시,숙박,269632,206487,13.3,30.6
202205,부산광역시,기타관광,123941,114142,6.1,8.6
202205,대구광역시,전체,1022413,836737,100.0,22.2
202205,대구광역시,자연관광,26967,24043,2.6,12.2
202205,대구광역시,역사관광,19627,17483,1.9,12.3
202205,대구광역시,체험관광,2870,2580,0.3,11.2
202205,대구광역시,문화관광,199084,145634,19.5,36.7
202205,대구광역시,레저스포츠,17288,13644,1.7,26.7
202205,대구광역시,쇼핑,83290,110652,8.1,-24.7
202205,대구광역시,음식,554263,423438,54.2,30.9
202205,대구광역시,숙박,97724,77738,9.6,25.7
202205,대구광역시,기타관광,21300,21525,2.1,-1.0
202205,인천광역시,전체,2639302,2267184,100.0,16.4
202205,인천광역시,자연관광,279329,287448,10.6,-2.8
202205,인천광역시,역사관광,49508,49322,1.9,0.4
